A0,A1,A2,A3,A4,A5,A6
37151,泰兴太平洋液化气有限公司,交通行政许可申请许可决定书,TZ321200202107210035,"泰兴太平洋液化气有限公司:你(单位)于2021-07-21 14:27:12向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-23 03:00:00时间内作业。",泰兴市港口局,2021/7/21
33373,江苏飞澳斯医药集团有限公司,泰州市行政审批局准予行政许可决定书,泰行审(资)许(2021)10480号,麻醉药品精神药品邮寄证明,泰州市行政审批局,2021/7/21
36708,欧德油储（南京）有限责任公司,交通行政许可申请许可决定书,NJ320100202107210046,"欧德油储（南京）有限责任公司:你(单位)于2021-07-21 14:22:48向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-23 16:00:00时间内作业。",南京市交通运输局,2021/7/21
34426,如皋万达广场商业管理有限公司,准予行政许可决定书,11320682014227193A400011702200001202107210378,临时性建筑物搭建、堆放物料、占道施工审批,如皋市城管局,2021/7/21
33259,南通中南新世界中心开发有限公司金石国际大酒店,准予行政许可决定书,1.13206000142072E+44,无线电台（站）设置许可,南通市工业和信息化局,2021/7/21
37936,常州市顺庄化工经营部,320405GB21102041,320405GB21102041,第二类、第三类易制毒化学品购买备案,常州市公安局经开分局,2021/7/21
37933,常州市金坛金鸥水处理有限公司,行政许可决定书,32048220210721000,建设项目环境影响报告表审批（不含入海排污口设置审批，不含辐射建设项目）,常州市金坛生态环境局,2021/7/21
37938,江苏常州甲邦电力科技有限责任公司,行政许可决定书,32040420210721000,公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室),2021/7/21
37937,常州海祯建筑劳务有限公司,行政许可决定书,32040420210721000,公司注销登记,常州市钟楼区行政审批局(区政务服务管理办公室),2021/7/21
33255,扬州润坤建设工程有限公司,建筑业企业资质的核准,D23226147920210721,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅,2021/7/21
36709,江苏利士德化工有限公司,交通行政许可申请许可决定书,WX320200202107210024,"江苏利士德化工有限公司:你(单位)于2021-07-21 14:26:37向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 17:00:00至2021-07-23 07:00:00时间内作业。",江阴市口岸办,2021/7/21
37931,常州市兴维邦精密机械制造有限公司,行政许可决定书,32041220210721000,对外贸易经营者备案登记,武进区行政审批局,2021/7/21
33254,徐州安装防腐保温工程集团有限公司,建筑业企业资质的核准,D23200150320210721,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅,2021/7/21
34722,苏州爱得科技发展股份有限公司,医疗器械注册证,苏械注准20172140399,一次性使用医用脉冲冲洗器由喷头（聚氯乙烯）、枪体(ABS)、电源盒(ABS)、吸引管套、保护套、瓶塞穿刺器、流量调节器、高低开关、出液管(聚氯乙烯）、进液管（聚氯乙烯）组成，采用环氧乙烷灭菌，以灭菌状态供货。,江苏省药品监督管理局,2021/7/21
34753,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107210003,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-21 08:37:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 19:00:00至2021-07-22 23:00:00时间内作业。",南京市交通运输局,2021/7/21
34752,江苏海企港务有限公司,交通行政许可申请许可决定书,TZ321200202107210024,"江苏海企港务有限公司:你(单位)于2021-07-21 09:38:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-23 17:00:00时间内作业。",泰州市交通运输局,2021/7/21
34755,南京港股份有限公司仪征分公司,交通行政许可申请许可决定书,YZ321000202107210019,"南京港股份有限公司仪征分公司:你(单位)于2021-07-21 13:21:19向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-24 14:00:00时间内作业。",仪征市交通运输局,2021/7/21
34754,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107210024,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 16:56:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 00:00:00至2021-07-26 00:00:00时间内作业。",连云港市港口局,2021/7/21
38132,南京迈燕建设发展有限公司,园林绿化准予行政许可决定书,宁园移伐审字〔2021〕332号,同意移植35株高杆女贞、3株白玉兰、5株榉树、3株香樟、砍伐10株楝树。,南京市绿化园林局,2021/7/21
38077,江苏康宝医疗器械有限公司,医疗器械注册证,苏械注准20162080942,一次性使用吸痰管由锥接头和导管两部分组成，导管和接头均采用聚氯乙烯（PVC）材料制成，按接头形状不同分A型、B型，按管身外径不同分11种规格。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局,2021/7/21
34747,江苏梅兰化工有限公司,交通行政许可申请许可决定书,TZ321200202107210020,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:28:42向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:45:50至2021-07-22 17:00:00时间内作业。",泰州市交通运输局,2021/7/21
38079,苏州市亚新医疗用品有限公司,医疗器械注册证,苏械注准20142140494,一次性使用胃管采用医用软聚氯乙烯塑料或医用硅胶材料或医用聚氨脂材料制成，由导管和接头组成。按尺寸不同分为十三个规格，按型式不同分为普通胃管、挂耳式胃管、带导丝胃管和带不锈钢珠胃管四种。该产品以无菌状态提供，经环氧乙烷灭菌。一次性使用。,江苏省药品监督管理局,2021/7/21
38078,江苏安特尔医疗科技有限公司,医疗器械注册证,苏械注准20212020588,一次性使用内窥镜套扎器由手柄、冲水管、扎带、牵引线、连接管、触发线、套扎圈、套扎管组成。套扎圈采用硅橡胶制成，套扎管部件采用PC和TPE制成，释放套扎圈的触发线采用超高分子量聚乙烯纤维制成。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局,2021/7/21
38130,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107210083,"张家港保税港区港务有限公司:你(单位)于2021-07-21 13:42:52向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-22 23:00:00时间内作业。",苏州市交通运输局,2021/7/21
38131,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107210058,"南京港龙潭集装箱有限公司:你(单位)于2021-07-21 15:30:08向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-22 23:00:00时间内作业。",南京市交通运输局,2021/7/21
38128,江阴阿尔法石油化工码头有限公司,交通行政许可申请许可决定书,WX320200202107210025,"江阴阿尔法石油化工码头有限公司:你(单位)于2021-07-21 14:47:22向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-22 22:00:00时间内作业。",江阴市口岸办,2021/7/21
38129,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107210011,"张家港保税港区港务有限公司:你(单位)于2021-07-21 09:45:19向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-23 23:00:00时间内作业。",苏州市交通运输局,2021/7/21
36741,南京板桥新城开发有限公司,建筑工程施工许可,320114202107211000,建筑工程施工许可,雨花台区行政审批局,2021/7/21
34757,泰兴太平洋液化气有限公司,交通行政许可申请许可决定书,TZ321200202107210048,"泰兴太平洋液化气有限公司:你(单位)于2021-07-21 15:12:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-23 13:00:00时间内作业。",泰兴市港口局,2021/7/21
